product_name,actual_price,predicted_clienta_category,predicted_clientb_department,predicted_clientb_price_tier
"Zuvexa Egg Boiler Poacher Automatic Off Steaming, Cooking, Boiling Double Layer 14 Egg Boiler (Multicolor)…",999.0,Home > Appliances > Heaters,Home & Kitchen,Value
"SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking, Boiling and Frying (400 Watts, Blue)",999.0,Home > Appliances > Heaters,Home & Kitchen,Value
Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer,999.0,Electronics > Accessories > Cables,Electronics,Value
Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),999.0,Home > Accessories > Heaters,Electronics,Value
"Zebronics, ZEB-NC3300 USB Powered Laptop Cooling Pad with Dual Fan, Dual USB Port and Blue LED Lights",999.0,Home > Accessories > Cables,Electronics,Value
"SHOPTOSHOP Electric Lint Remover, Best Lint Shaver for Clothes,Lint Remover for Woolen Clothes ,Lint Remover for Sweaters",999.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Orico 2.5""(6.3cm) USB 3.0 HDD Enclosure Case Cover for SATA SSD HDD | SATA SSD HDD Enclosure High Speed USB 3.0 | Tool Free Installation | Black",999.0,Mobile > Accessories > Cable,Electronics,Value
"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",999.0,Electronics > Accessories > Cables,Electronics,Value
"Lapster 5 pin mini usb cable, usb b cable,camera cable usb2.0 for External HDDS/Card Readers/Camera etc.",999.0,Electronics > Accessories > Cables,Electronics,Value
"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",999.0,Electronics > Accessories > Charging Cable,Electronics,Value
HOMEPACK 750W Radiant Room Home Office Heaters For Winter,999.0,Home > Appliances > Heaters,Home & Kitchen,Value
"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Black & Grey",999.0,Home > Cleaning > Case,Electronics,Value
"INOVERA World Map Extended Anti Slip Rubber Gaming Stitched Mouse Pad Desk Mat for Computer Laptop (Black, 900L x 400B x 2H mm)",999.0,Home > Appliances > Heaters,Electronics,Value
"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)",999.0,Electronics > Accessories > Cables,Electronics,Value
"T TOPLINE 180 W Electric Hand Mixer,Hand Blender , Egg Beater, Cake maker , Beater Cream Mix, Food Blender, Beater for Whipping Cream Beater for Cake With 7 -Speed with spatula and oil brush",999.0,Home > Kitchen > Mixer,Home & Kitchen,Value
Zebronics Zeb-Companion 107 USB Wireless Keyboard and Mouse Set with Nano Receiver (Black),999.0,Computing > Accessories > Mouse,Electronics,Value
boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable - (Black),999.0,Electronics > Accessories > Cables,Electronics,Value
"KNOWZA Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater (BLACK COFFEE BEATER)",999.0,Home > Kitchen > Mixer,Home & Kitchen,Value
"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",999.0,Mobile > Accessories > Cable,Electronics,Value
"Wayona USB Type C 65W Fast Charging 2M/6Ft Long Flash Charge Cable 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S21 S10 S9 S8, iQOO Z3, Vivo, Note 10 9 8, A20e A40 A50 A70, Moto G7 G8 (2M, Grey)",999.0,Mobile > Accessories > Cable,Electronics,Value
"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",999.0,Electronics > Accessories > Cables,Electronics,Value
"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",999.0,Electronics > Accessories > Charger,Electronics,Value
NGI Store 2 Pieces Pet Hair Removers for Your Laundry Catcher Lint Remover for Washing Machine Lint Remover Reusable Portable Silica Gel Clothes Washer Dryer Floating Ball,999.0,Home > Appliances > Heaters,Home & Kitchen,Value
Noise_Colorfit Smart Watch Charger 2 Pin USB Fast Charger Magnetic Charging Cable Adapter (Smart Watch Charger 2 pin),999.0,Electronics > Accessories > Cables,Electronics,Value
"Milk Frother, Immersion Blender Cordlesss Foam Maker USB Rechargeable Small Mixer Handheld with 2 Stainless Whisks，Wisker for Stirring 3-Speed Adjustable Mini Frother for Cappuccino Latte Coffee Egg",999.0,Home > Kitchen > Mixer,Home & Kitchen,Value
Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,999.0,Electronics > Accessories > Cables,Electronics,Value
"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",999.0,Home > Appliances > Heaters,Electronics,Value
Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),999.0,Electronics > Accessories > Cables,Electronics,Value
"VRPRIME Lint Roller Lint Remover for Clothes, Pet | 360 Sheets Reusable Sticky Easy-Tear Sheet Brush for Clothes, Furniture, Carpet, Dog Fur, Sweater, Dust & Dirt (4 Rolls - 90 Sheet Each Roll)",999.0,Home > Appliances > Heaters,Home & Kitchen,Value
KONVIO NEER 10 Inch Spun Filter (PP SPUN) Cartridge Compatible for 10 Inch Pre-Filter Housing of Water Purifier | Pack of 4 Spun,999.0,Home > Accessories > Heaters,Electronics,Value
"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",999.0,Electronics > Accessories > Cables,Electronics,Value
"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",999.0,Electronics > Accessories > Charging Cable,Electronics,Value
"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black)",999.0,Mobile > Accessories > Cable,Electronics,Value
Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,999.0,Electronics > Accessories > Cables,Electronics,Value
LAPSTER Accessories Power Cable Cord 2 Pin Laptop Adapter and Tape Recorder 1.5M,999.0,Electronics > Accessories > Cables,Electronics,Value
"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Rebellious Black)",999.0,Mobile > Accessories > Cable,Electronics,Value
"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",999.0,Home > Appliances > Heaters,Electronics,Value
Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,999.0,Electronics > Accessories > Cables,Electronics,Value
"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",1000.0,Mobile > Accessories > Cable,Electronics,Value
"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop",1000.0,Computing > Accessories > Mouse,Computing,Value
"Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating, Pack of 1 Iron",1000.0,Home > Appliances > Heaters,Home & Kitchen,Value
"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",1000.0,Mobile > Accessories > Cable,Electronics,Value
"Lifelong LLEK15 Electric Kettle 1.5L with Stainless Steel Body, Easy and Fast Boiling of Water for Instant Noodles, Soup, Tea etc. (1 Year Warranty, Silver)",1000.0,Home > Kitchen > cooker,Home & Kitchen,Value
"Croma 1100 W Dry Iron with Weilburger Dual Soleplate Coating (CRSHAH702SIR11, White)",1000.0,Home > Appliances > Heaters,Home & Kitchen,Value
"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",1000.0,Mobile > Accessories > Cable,Electronics,Value
"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 14.1 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",1099.0,Home > Appliances > Heaters,Electronics,Value
"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",1099.0,Mobile > Accessories > Cable,Electronics,Value
"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",1099.0,Electronics > Assessories > Charging Cable,Electronics,Value
"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Grey",1099.0,Home > Accessories > Cables,Home & Kitchen,Value
"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",1099.0,Mobile > Accessories > Cable,Electronics,Value
"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",1099.0,Mobile > Accessories > Cable,Electronics,Value
"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)",1099.0,Mobile > Accessories > Cable,Electronics,Value
"LRIPL Mi Remote Control with Netflix & Prime Video Button Compatible for Mi 4X LED Android Smart TV 4A Remote Control (32""/43"") with Voice Command (Pairing Required)",1099.0,Electronics > Accessories > Cables,Electronics,Value
"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)",1199.0,Home > Accessories > Mouse,Electronics,Value
LOHAYA Television Remote Compatible with Samsung Smart LED/LCD/HD TV Remote Control [ Compatible for All Samsung Tv Remote Control ],1199.0,Home > Appliances > Heaters,Electronics,Value
"GILTON Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying, Multi Color",1199.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Portable, Handy Compact Plug-in Portable Digital Electric Heater Fan Wall-Outlet Handy Air Warmer Blower Adjustable Timer Digital Display Heater for Home/Office/Camper (Black, 400 Watts)",1199.0,Home > Appliances > Heaters,Home & Kitchen,Value
LOHAYA Television Remote Compatible for VU LED LCD HD Tv Remote Control Model No :- EN2B27V,1199.0,Home > Appliances > Heaters,Electronics,Value
Havells Immersion HB15 1500 Watt (White Blue),1295.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Casio FX-991ES Plus-2nd Edition Scientific Calculator, Black",1295.0,Home > Accessories > Heaters,Electronics,Value
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",1295.0,Electronics > Accessories > Mouse,Electronics,Value
"Havells D'zire 1000 watt Dry Iron With American Heritage Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Mint)",1295.0,Home > Appliances > Heaters,Home & Kitchen,Value
"AGARO Classic Portable Yogurt Maker, 1.2L Capacity, Electric, Automatic, Grey and White, Medium (33603)",1295.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Saifsmart Outlet Wall Mount Hanger Holder for Dot 3rd Gen, Compact Bracket Case Plug and Built-in Cable Management for Kitchen Bathroom, Bedroom (Black)",1299.0,Home > Accessories > Cables,Electronics,Value
JM SELLER 180 W 2021 Edition Electric Beater High Speed Hand Mixer Egg Beater for Cake Making and Whipping Cream with 7 Speed Control (White) with Free Spatula and Oil Brush,1299.0,Home > Kitchen > Mixer,Home & Kitchen,Value
"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)",1299.0,Electronics > Accessories > Charging Cable,Electronics,Value
"Dell WM118 Wireless Mouse, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, Pc/Mac/Laptop - Black.",1299.0,Electronics > Accessories > Cables,Electronics,Value
LONAXA Mini Travel Rechargeable Fruit Juicer - USB Electric Fruit & Vegetable Juice Blender/Grinder for Home and Office Use (Multicolor)…,1299.0,Electronics > Accessories > Cables,Electronics,Value
"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater (Black)",1299.0,Home > Kitchen > Mixer,Home & Kitchen,Value
MI Xiaomi USB Type C HYperCharge Cable 6A 100cm Sturdy and Durable Black Supports 120W HyperCharging,1299.0,Electronics > Accessories > Cables,Electronics,Value
"PC SQUARE Laptop Tabletop Stand/ Computer Tablet Stand 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Desktop Holder Compatible with MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",1299.0,Home > Accessories > Heaters,Electronics,Value
"SupCares Laptop Stand 7 Height Adjustable, Aluminium, Ventilated, Foldable, Portable Laptop Holder for Desk & Table Mount Upto 15.6 inch Laptop with Carry Pouch (Silver)",1299.0,Electronics > Accessories > Stand,Electronics,Value
"DIGITEK® (DLS-9FT) Lightweight & Portable Aluminum Alloy Light Stand for Ring Light, Reflector, Flash Units, Diffuser, Portrait, Softbox, Studio Lighting & More Ideal for Outdoor & Indoor Shoots",1299.0,Electronics > Accessories > Cables,Electronics,Value
"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)",1299.0,Electronics > Accessories > Charging Cable,Electronics,Value
"Prestige Sandwich Maker PGMFD 01, Black",1299.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Amazon Basics 1500 W Electric Kettle (Stainless Steel Body, 1.5 L)",1299.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Saiyam Stainless Steel Espresso Maker Stovetop Coffee Percolator Italian Coffee Maker Moka Pot (4 Cup - 200 ml, Silver)",1299.0,Home > Kitchen > cooker,Home & Kitchen,Value
"iBELL Castor CTEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver",1490.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"RPM Euro Games Laptop/PC Controller Wired for Windows - 7, 8, 8.1, 10 and XP, Ps3(Upgraded with XYAB Buttons)",1490.0,Electronics > Accessories > Cables,Electronics,Value
"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",1490.0,Electronics > Accessories > Cables,Electronics,Value
"iBELL SEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver with Black",1490.0,Home > Kitchen > cooker,Home & Kitchen,Value
"InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother, Stainless Steel Whisk and Stand, Portable Foam Maker for Coffee, Cappuccino, Lattes, and Egg Beaters",1499.0,Home > Kitchen > Mixer,Home & Kitchen,Value
"akiara - Makes life easy Electric Handy Sewing/Stitch Handheld Cordless Portable White Sewing Machine for Home Tailoring, Hand Machine | Mini Silai | White Hand Machine with Adapter",1499.0,Home > Appliances > Heaters,Home & Kitchen,Value
Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Full Wrap Silicone Remote Cover Anti-Lost with Loop (D-Black),1499.0,Electronics > Accessories > Cables,Electronics,Value
"Personal Size Blender, Portable Blender, Battery Powered USB Blender, with Four Blades, Mini Blender Travel Bottle for Juice, Shakes, and Smoothies (Pink)",1499.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Macmillan Aquafresh 5 Micron PS-05 10"" in PP Spun Filter Candle Set for All Type RO Water Purifier 10 inch (4)",1499.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Maharaja Whiteline Nano Carbon Neo, 500 Watts Room Heater (Black, White), Standard (5200100986)",1499.0,Home > Appliances > Heaters,Home & Kitchen,Value
MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),1499.0,Home > Accessories > Heaters,Electronics,Value
"AGARO LR2007 Lint Remover, Rechargeable, for Woolen Sweaters, Blankets, Jackets, Burr Remover, Pill Remover From Carpets, Curtains",1499.0,Home > Appliances > Heaters,Home & Kitchen,Value
Brayden Fito Atom Rechargeable Smoothie Blender with 2000 mAh Battery and 3.7V Motor with 400ml Tritan Jar (Blue),1499.0,Home > Appliances > Heaters,Electronics,Value
HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Modern Gold),1499.0,Computing > Accessories > Mouse,Electronics,Value
"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)",1499.0,Home > Accessories > Heaters,Electronics,Value
"InstaCuppa Rechargeable Mini Electric Chopper - Stainless Steel Blades, One Touch Operation, for Mincing Garlic, Ginger, Onion, Vegetable, Meat, Nuts, (White, 250 ML, Pack of 1, 45 Watts)",1499.0,Home > Appliances > Heaters,Home & Kitchen,Value
Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights,1499.0,Electronics > Accessories > Cables,Electronics,Value
Bajaj ATX 4 750-Watt Pop-up Toaster (White),1499.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Offbeat® - DASH 2.4GHz Wireless + Bluetooth 5.1 Mouse, Multi-Device Dual Mode Slim Rechargeable Silent Click Buttons Wireless Bluetooth Mouse, 3 Adjustable DPI, Works on 2 devices at the same time with a switch button for Windows/Mac/Android/Ipad/Smart TV",1499.0,Computing > Accessories > Mouse,Electronics,Value
SaleOn Instant Coal Heater 500W Charcoal Burner Electric Stove Hot Plate - Mix Colors - Pack of 1 - Only Charcoal Heater,1499.0,Home > Kitchen > Heater,Home & Kitchen,Value
"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",1500.0,Electronics > Accessories > Cables,Electronics,Value
"HealthSense Weight Machine for Kitchen, Kitchen Food Weighing Scale for Health, Fitness, Home Baking & Cooking with Hanging Design, Touch Button, Tare Function & 1 Year Warranty – Chef-Mate KS 40",1500.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Cafe JEI French Press Coffee and Tea Maker 600ml with 4 Level Filtration System, Heat Resistant Borosilicate Glass (Black, 600ml)",1500.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Panasonic Eneloop BQ-CC55N Advanced, Smart and Quick Charger for AA & AAA Rechargeable Batteries, White",1500.0,Home > Appliances > Heaters,Electronics,Value
"HealthSense Rechargeable Lint Remover for Clothes | Fuzz and Fur Remover | Electric Fabric Shaver, Trimmer for Clothes, Carpet, Sofa, Sweaters, Curtains | One-Year Warranty Included - New-Feel LR350",1500.0,Home > Appliances > Heaters,Electronics,Value
"HP v236w USB 2.0 64GB Pen Drive, Metal",1500.0,Electronics > Accessories > Cables,Electronics,Value
"TVARA LCD Writing Tablet, 8.5"" Inch Colorful Toddler Doodle Board Drawing Tablet, Erasable Reusable Electronic Drawing Pads, Educational and Learning Tool for 3-6 Years Old Boy and Girls Mix Colors",1500.0,Home > Appliances > Heaters,Electronics,Value
!!HANEUL!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!Thermoset!!,1599.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)",1599.0,Electronics > Accessories > Cables,Electronics,Value
"C (DEVICE) Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes Pack of 1",1599.0,Home > Kitchen > Heaters,Home & Kitchen,Value
!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!,1599.0,Home > Appliances > Heaters,Home & Kitchen,Value
Multifunctional 2 in 1 Electric Egg Boiling Steamer Egg Frying Pan Egg Boiler Electric Automatic Off with Egg Boiler Machine Non-Stick Electric Egg Frying Pan-Tiger Woods (Multy),1599.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",1599.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Wembley LCD Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad with Colorful Letters | 9 Inch Graphic Tablet (Assorted)",1599.0,Home > Appliances > Heaters,Home & Kitchen,Value
"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",1599.0,Mobile > Accessories > Charger,Electronics,Value
"Usha EI 3710 Heavy Weight 1000-Watt Dry Iron with Golden American Heritage Soleplate, 1.75 Kg(White)",1599.0,Home > Appliances > Heaters,Home & Kitchen,Value
"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",1599.0,Mobile > Accessories > Charger,Electronics,Value
"FIGMENT Handheld Milk Frother Rechargeable, 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool, Coffee Frother Mixer, CRESCENT ENTERPRISES VRW0.50BK (A1)",1599.0,Home > Kitchen > Mixer,Home & Kitchen,Value
TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,1699.0,Mobile > Accessories > Value Tier,Electronics,Value
"Amazon Basics 2000/1000 Watt Room Heater with Adjustable Thermostat (ISI certified, White color, Ideal for small to medium room/area)",1699.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Amazon Basics 300 W Hand Blender with Stainless Steel Stem for Hot/Cold Blending and In-Built Cord Hook, ISI-Marked, Black",1699.0,Home > Kitchen > Mixer,Home & Kitchen,Value
"AGARO Esteem Multi Kettle 1.2 Litre, 600W with 3 Heating Modes & Rapid Boil Technology",1699.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Candes Gloster All in One Silent Blower Fan Room Heater Ideal for Small and Medium Area, 2000 Watts (White)",1699.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Cello Quick Boil Popular Electric Kettle 1 Litre 1200 Watts | Stainless Steel body | Boiler for Water, Silver",1899.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking with Free Bowl, 1 Year Warranty & Batteries Included",1899.0,Home > Accessories > Cables,Home & Kitchen,Value
Hilton Quartz Heater 400/800-Watt ISI 2 Rods Multi Mode Heater Long Lasting Quick Heating Extremely Warm (Grey),1899.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"MILTON Smart Egg Boiler 360-Watts (Transparent and Silver Grey), Boil Up to 7 Eggs",1899.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",1899.0,Home > Appliances > Heaters,Electronics,Value
TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,1899.0,Electronics > Accessories > Charger,Electronics,Value
"JIALTO Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffles, Pan Cakes, Paninis or Other Snacks - Aqua blue",1999.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.8 meter)",1999.0,Electronics > Accessories > Charging Cable,Electronics,Value
"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",1999.0,Electronics > Accessories > Cables,Electronics,Value
Electvision Remote Control Compatible with Kodak/Thomson Smart led tv (Without Voice) Before Placing Order for verification Contact Our coustmer Care 7738090464,1999.0,Home > Appliances > Heaters,Electronics,Value
"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.2 meter)",1999.0,Electronics > Accessories > Charging Cable,Electronics,Value
"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",1999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"WeCool C1 Car Mobile Holder with One Click Technology,360° Rotational, Strong Suction Cup,Compatible with 4 to 6 Inch Devices, Wildshield and Dashboard Mobile Holder for Car, and Use",1999.0,Electronics > Accessories > Cables,Electronics,Value
"RC PRINT GI 790 Ink Refill for Canon G1000, G1010, G1100, G2000, G2002, G2010, G2012, G2100, G3000, G3010, G3012, G3100, G4000, G4010",1999.0,Home > Appliances > Heaters,Electronics,Value
"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",1999.0,Home > Accessories > Heaters,Electronics,Value
Themisto TH-WS20 Digital Kitchen Weighing Scale Stainless Steel (5Kg),1999.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Bulfyss Stainless Steel Digital Kitchen Weighing Scale & Food Weight Machine for Diet, Nutrition, Health, Fitness, Baking & Cooking (5Kgs, Stainless Steel, 2 Years Warranty)",1999.0,Home > Accessories > Heaters,Home & Kitchen,Value
SHREENOVA ID116 Plus Bluetooth Fitness Smart Watch for Men Women and Kids Activity Tracker (Black),1999.0,Electronics > Accessories > Cables,Electronics,Value
